0.254253,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.177597,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1,1,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.245093,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2,2,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.271403,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.206893,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4,4,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.225550,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5,5,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.262220,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,6,6,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.101630,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,7,7,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.135810,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,8,8,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.241655,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,9,9,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.233368,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,10,10,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.144185,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,11,11,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000790,tcp,22,SH,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,12,12,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000480,tcp,22,SH,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,13,13,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.268310,tcp,22,RSTOS0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,14,14,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000446,tcp,22,SH,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,15,15,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000246,tcp,22,SH,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,16,16,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
